row,col,R,G,B,R_norm,G_norm,B_norm,brightness
26,112,255,255,255,1.0,1.0,1.0,light
26,113,255,255,255,1.0,1.0,1.0,light
26,114,255,255,255,1.0,1.0,1.0,light
26,115,255,255,255,1.0,1.0,1.0,light
26,116,255,255,255,1.0,1.0,1.0,light
26,117,255,255,255,1.0,1.0,1.0,light
26,118,255,255,255,1.0,1.0,1.0,light
26,119,255,255,255,1.0,1.0,1.0,light
26,120,255,255,255,1.0,1.0,1.0,light
26,121,255,255,255,1.0,1.0,1.0,light
26,122,255,255,255,1.0,1.0,1.0,light
26,123,255,255,255,1.0,1.0,1.0,light
26,124,255,255,255,1.0,1.0,1.0,light
26,125,255,255,255,1.0,1.0,1.0,light
26,126,255,255,255,1.0,1.0,1.0,light
26,127,255,255,255,1.0,1.0,1.0,light
27,0,255,255,255,1.0,1.0,1.0,light
27,1,255,255,255,1.0,1.0,1.0,light
27,2,255,255,255,1.0,1.0,1.0,light
27,3,255,255,255,1.0,1.0,1.0,light
27,4,255,255,255,1.0,1.0,1.0,light
27,5,255,255,255,1.0,1.0,1.0,light
27,6,255,255,255,1.0,1.0,1.0,light
27,7,255,255,255,1.0,1.0,1.0,light
27,8,255,255,255,1.0,1.0,1.0,light
27,9,255,255,255,1.0,1.0,1.0,light
27,10,255,255,255,1.0,1.0,1.0,light
27,11,255,255,255,1.0,1.0,1.0,light
27,12,255,255,255,1.0,1.0,1.0,light
27,13,255,255,255,1.0,1.0,1.0,light
27,14,255,255,255,1.0,1.0,1.0,light
27,15,255,255,255,1.0,1.0,1.0,light
27,16,255,255,255,1.0,1.0,1.0,light
27,17,255,255,255,1.0,1.0,1.0,light
27,18,255,255,255,1.0,1.0,1.0,light
27,19,255,255,255,1.0,1.0,1.0,light
27,20,255,255,255,1.0,1.0,1.0,light
27,21,255,255,255,1.0,1.0,1.0,light
27,22,255,255,255,1.0,1.0,1.0,light
27,23,255,255,255,1.0,1.0,1.0,light
27,24,255,255,255,1.0,1.0,1.0,light
27,25,255,255,255,1.0,1.0,1.0,light
27,26,255,255,255,1.0,1.0,1.0,light
27,27,255,255,255,1.0,1.0,1.0,light
27,28,255,255,255,1.0,1.0,1.0,light
27,29,255,255,255,1.0,1.0,1.0,light
27,30,255,255,255,1.0,1.0,1.0,light
27,31,255,255,255,1.0,1.0,1.0,light
27,32,255,255,255,1.0,1.0,1.0,light
27,33,255,255,255,1.0,1.0,1.0,light
27,34,255,255,255,1.0,1.0,1.0,light
27,35,255,255,255,1.0,1.0,1.0,light
27,36,255,255,255,1.0,1.0,1.0,light
27,37,255,255,255,1.0,1.0,1.0,light
27,38,135,131,139,0.5294118,0.5137255,0.54509807,mid
27,39,48,42,55,0.1882353,0.16470589,0.21568628,dark
27,40,56,50,64,0.21960784,0.19607843,0.2509804,dark
27,41,57,51,65,0.22352941,0.2,0.25490198,dark
27,42,45,41,55,0.1764706,0.16078432,0.21568628,dark
27,43,24,24,36,0.09411765,0.09411765,0.14117648,dark
27,44,25,25,37,0.09803922,0.09803922,0.14509805,dark
27,45,25,25,37,0.09803922,0.09803922,0.14509805,dark
27,46,25,25,37,0.09803922,0.09803922,0.14509805,dark
27,47,25,25,37,0.09803922,0.09803922,0.14509805,dark
27,48,25,25,37,0.09803922,0.09803922,0.14509805,dark
27,49,25,25,37,0.09803922,0.09803922,0.14509805,dark
27,50,25,25,37,0.09803922,0.09803922,0.14509805,dark
27,51,74,73,78,0.2901961,0.28627452,0.30588236,dark
27,52,83,83,84,0.3254902,0.3254902,0.32941177,dark
27,53,197,192,182,0.77254903,0.7529412,0.7137255,light
27,54,255,252,235,1.0,0.9882353,0.92156863,light
27,55,255,246,229,1.0,0.9647059,0.8980392,light
27,56,255,246,229,1.0,0.9647059,0.8980392,light
27,57,255,246,229,1.0,0.9647059,0.8980392,light
27,58,255,246,229,1.0,0.9647059,0.8980392,light
27,59,255,246,229,1.0,0.9647059,0.8980392,light
27,60,255,246,229,1.0,0.9647059,0.8980392,light
27,61,255,246,229,1.0,0.9647059,0.8980392,light
27,62,255,246,229,1.0,0.9647059,0.8980392,light
27,63,255,246,229,1.0,0.9647059,0.8980392,light
27,64,255,246,229,1.0,0.9647059,0.8980392,light
27,65,255,246,229,1.0,0.9647059,0.8980392,light
27,66,255,246,229,1.0,0.9647059,0.8980392,light
27,67,255,246,229,1.0,0.9647059,0.8980392,light
27,68,255,246,229,1.0,0.9647059,0.8980392,light
27,69,255,246,229,1.0,0.9647059,0.8980392,light
27,70,255,246,229,1.0,0.9647059,0.8980392,light
27,71,255,246,229,1.0,0.9647059,0.8980392,light
27,72,255,246,229,1.0,0.9647059,0.8980392,light
27,73,255,246,229,1.0,0.9647059,0.8980392,light
27,74,255,246,229,1.0,0.9647059,0.8980392,light
27,75,255,246,229,1.0,0.9647059,0.8980392,light
27,76,255,246,229,1.0,0.9647059,0.8980392,light
27,77,255,246,229,1.0,0.9647059,0.8980392,light
27,78,255,246,229,1.0,0.9647059,0.8980392,light
27,79,255,247,230,1.0,0.96862745,0.9019608,light
27,80,247,240,221,0.96862745,0.9411765,0.8666667,light
27,81,109,106,104,0.42745098,0.41568628,0.40784314,mid
27,82,85,84,85,0.33333334,0.32941177,0.33333334,dark
27,83,39,37,45,0.15294118,0.14509805,0.1764706,dark
27,84,21,24,35,0.08235294,0.09411765,0.13725491,dark
27,85,24,25,36,0.09411765,0.09803922,0.14117648,dark
27,86,25,25,37,0.09803922,0.09803922,0.14509805,dark
27,87,25,25,37,0.09803922,0.09803922,0.14509805,dark
27,88,25,25,37,0.09803922,0.09803922,0.14509805,dark
27,89,25,25,37,0.09803922,0.09803922,0.14509805,dark
27,90,25,25,37,0.09803922,0.09803922,0.14509805,dark
27,91,25,25,37,0.09803922,0.09803922,0.14509805,dark
27,92,24,24,36,0.09411765,0.09411765,0.14117648,dark
27,93,30,29,41,0.11764706,0.11372549,0.16078432,dark
27,94,55,50,64,0.21568628,0.19607843,0.2509804,dark
27,95,56,50,64,0.21960784,0.19607843,0.2509804,dark
27,96,56,50,64,0.21960784,0.19607843,0.2509804,dark
27,97,54,50,64,0.21176471,0.19607843,0.2509804,dark
27,98,29,29,41,0.11372549,0.11372549,0.16078432,dark
27,99,17,19,30,0.06666667,0.07450981,0.11764706,dark
27,100,189,192,193,0.7411765,0.7529412,0.75686276,light
27,101,255,255,255,1.0,1.0,1.0,light
27,102,255,255,255,1.0,1.0,1.0,light
27,103,255,255,255,1.0,1.0,1.0,light
27,104,255,255,255,1.0,1.0,1.0,light
27,105,255,255,255,1.0,1.0,1.0,light
27,106,255,255,255,1.0,1.0,1.0,light
27,107,255,255,255,1.0,1.0,1.0,light
27,108,255,255,255,1.0,1.0,1.0,light
27,109,255,255,255,1.0,1.0,1.0,light
27,110,255,255,255,1.0,1.0,1.0,light
27,111,255,255,255,1.0,1.0,1.0,light
27,112,255,255,255,1.0,1.0,1.0,light
27,113,255,255,255,1.0,1.0,1.0,light
27,114,255,255,255,1.0,1.0,1.0,light
27,115,255,255,255,1.0,1.0,1.0,light
27,116,255,255,255,1.0,1.0,1.0,light
27,117,255,255,255,1.0,1.0,1.0,light
27,118,255,255,255,1.0,1.0,1.0,light
27,119,255,255,255,1.0,1.0,1.0,light
27,120,255,255,255,1.0,1.0,1.0,light
27,121,255,255,255,1.0,1.0,1.0,light
27,122,255,255,255,1.0,1.0,1.0,light
27,123,255,255,255,1.0,1.0,1.0,light
27,124,255,255,255,1.0,1.0,1.0,light
27,125,255,255,255,1.0,1.0,1.0,light
27,126,255,255,255,1.0,1.0,1.0,light
27,127,255,255,255,1.0,1.0,1.0,light
28,0,255,255,255,1.0,1.0,1.0,light
28,1,255,255,255,1.0,1.0,1.0,light
28,2,255,255,255,1.0,1.0,1.0,light
28,3,255,255,255,1.0,1.0,1.0,light
28,4,255,255,255,1.0,1.0,1.0,light
28,5,255,255,255,1.0,1.0,1.0,light
28,6,255,255,255,1.0,1.0,1.0,light
28,7,255,255,255,1.0,1.0,1.0,light
28,8,255,255,255,1.0,1.0,1.0,light
28,9,255,255,255,1.0,1.0,1.0,light
28,10,255,255,255,1.0,1.0,1.0,light
28,11,255,255,255,1.0,1.0,1.0,light
28,12,255,255,255,1.0,1.0,1.0,light
28,13,255,255,255,1.0,1.0,1.0,light
28,14,255,255,255,1.0,1.0,1.0,light
28,15,255,255,255,1.0,1.0,1.0,light
28,16,255,255,255,1.0,1.0,1.0,light
28,17,255,255,255,1.0,1.0,1.0,light
28,18,255,255,255,1.0,1.0,1.0,light
28,19,255,255,255,1.0,1.0,1.0,light
28,20,255,255,255,1.0,1.0,1.0,light
28,21,255,255,255,1.0,1.0,1.0,light
28,22,255,255,255,1.0,1.0,1.0,light
28,23,255,255,255,1.0,1.0,1.0,light
28,24,255,255,255,1.0,1.0,1.0,light
28,25,255,255,255,1.0,1.0,1.0,light
28,26,255,255,255,1.0,1.0,1.0,light
28,27,255,255,255,1.0,1.0,1.0,light
28,28,255,255,255,1.0,1.0,1.0,light
28,29,255,255,255,1.0,1.0,1.0,light
28,30,255,255,255,1.0,1.0,1.0,light
28,31,255,255,255,1.0,1.0,1.0,light
28,32,255,255,255,1.0,1.0,1.0,light
28,33,255,255,255,1.0,1.0,1.0,light
28,34,255,255,255,1.0,1.0,1.0,light
28,35,255,255,255,1.0,1.0,1.0,light
28,36,255,255,255,1.0,1.0,1.0,light
28,37,255,255,255,1.0,1.0,1.0,light
28,38,135,132,139,0.5294118,0.5176471,0.54509807,mid
28,39,48,43,56,0.1882353,0.16862746,0.21960784,dark
28,40,56,50,64,0.21960784,0.19607843,0.2509804,dark
28,41,58,50,65,0.22745098,0.19607843,0.25490198,dark
28,42,46,41,55,0.18039216,0.16078432,0.21568628,dark
28,43,24,24,36,0.09411765,0.09411765,0.14117648,dark
28,44,25,25,37,0.09803922,0.09803922,0.14509805,dark
28,45,25,25,37,0.09803922,0.09803922,0.14509805,dark
28,46,25,25,37,0.09803922,0.09803922,0.14509805,dark
28,47,25,25,37,0.09803922,0.09803922,0.14509805,dark
28,48,25,25,37,0.09803922,0.09803922,0.14509805,dark
28,49,19,20,32,0.07450981,0.078431375,0.1254902,dark
28,50,18,19,31,0.07058824,0.07450981,0.12156863,dark
28,51,206,201,191,0.80784315,0.7882353,0.7490196,light
28,52,255,255,242,1.0,1.0,0.9490196,light
28,53,255,247,231,1.0,0.96862745,0.90588236,light
28,54,255,246,229,1.0,0.9647059,0.8980392,light
28,55,255,246,229,1.0,0.9647059,0.8980392,light
28,56,255,246,229,1.0,0.9647059,0.8980392,light
28,57,255,246,229,1.0,0.9647059,0.8980392,light
28,58,255,246,229,1.0,0.9647059,0.8980392,light
28,59,255,246,229,1.0,0.9647059,0.8980392,light
28,60,255,246,229,1.0,0.9647059,0.8980392,light
28,61,255,246,229,1.0,0.9647059,0.8980392,light
28,62,255,246,229,1.0,0.9647059,0.8980392,light
28,63,255,246,229,1.0,0.9647059,0.8980392,light
28,64,255,246,229,1.0,0.9647059,0.8980392,light
28,65,255,246,229,1.0,0.9647059,0.8980392,light
28,66,255,246,229,1.0,0.9647059,0.8980392,light
28,67,255,246,229,1.0,0.9647059,0.8980392,light
28,68,255,246,229,1.0,0.9647059,0.8980392,light
28,69,255,246,229,1.0,0.9647059,0.8980392,light
28,70,255,246,229,1.0,0.9647059,0.8980392,light
28,71,255,246,229,1.0,0.9647059,0.8980392,light
28,72,255,246,229,1.0,0.9647059,0.8980392,light
28,73,255,246,229,1.0,0.9647059,0.8980392,light
28,74,255,246,229,1.0,0.9647059,0.8980392,light
28,75,255,246,229,1.0,0.9647059,0.8980392,light
28,76,255,246,229,1.0,0.9647059,0.8980392,light
28,77,255,246,229,1.0,0.9647059,0.8980392,light
28,78,255,246,229,1.0,0.9647059,0.8980392,light
28,79,255,246,229,1.0,0.9647059,0.8980392,light
28,80,255,246,228,1.0,0.9647059,0.89411765,light
28,81,255,252,236,1.0,0.9882353,0.9254902,light
28,82,255,253,238,1.0,0.99215686,0.93333334,light
28,83,74,70,72,0.2901961,0.27450982,0.28235295,dark
28,84,13,13,27,0.050980393,0.050980393,0.105882354,dark
28,85,23,23,35,0.09019608,0.09019608,0.13725491,dark
28,86,25,25,37,0.09803922,0.09803922,0.14509805,dark
28,87,25,25,37,0.09803922,0.09803922,0.14509805,dark
28,88,25,25,37,0.09803922,0.09803922,0.14509805,dark
28,89,25,25,37,0.09803922,0.09803922,0.14509805,dark
28,90,25,25,37,0.09803922,0.09803922,0.14509805,dark
28,91,24,25,37,0.09411765,0.09803922,0.14509805,dark
28,92,22,24,35,0.08627451,0.09411765,0.13725491,dark
28,93,30,28,40,0.11764706,0.10980392,0.15686275,dark
28,94,55,49,64,0.21568628,0.19215687,0.2509804,dark
28,95,58,49,64,0.22745098,0.19215687,0.2509804,dark
28,96,58,50,65,0.22745098,0.19607843,0.25490198,dark
28,97,56,49,65,0.21960784,0.19215687,0.25490198,dark
28,98,25,24,37,0.09803922,0.09411765,0.14509805,dark
28,99,13,14,26,0.050980393,0.05490196,0.101960786,dark
28,100,189,190,192,0.7411765,0.74509805,0.7529412,light
28,101,255,255,255,1.0,1.0,1.0,light
28,102,255,255,255,1.0,1.0,1.0,light
28,103,255,255,255,1.0,1.0,1.0,light
28,104,255,255,255,1.0,1.0,1.0,light
28,105,255,255,255,1.0,1.0,1.0,light
28,106,255,255,255,1.0,1.0,1.0,light
28,107,255,255,255,1.0,1.0,1.0,light
28,108,255,255,255,1.0,1.0,1.0,light
28,109,255,255,255,1.0,1.0,1.0,light
28,110,255,255,255,1.0,1.0,1.0,light
28,111,255,255,255,1.0,1.0,1.0,light
28,112,255,255,255,1.0,1.0,1.0,light
28,113,255,255,255,1.0,1.0,1.0,light
28,114,255,255,255,1.0,1.0,1.0,light
28,115,255,255,255,1.0,1.0,1.0,light
28,116,255,255,255,1.0,1.0,1.0,light
28,117,255,255,255,1.0,1.0,1.0,light
28,118,255,255,255,1.0,1.0,1.0,light
28,119,255,255,255,1.0,1.0,1.0,light
28,120,255,255,255,1.0,1.0,1.0,light
28,121,255,255,255,1.0,1.0,1.0,light
28,122,255,255,255,1.0,1.0,1.0,light
28,123,255,255,255,1.0,1.0,1.0,light
28,124,255,255,255,1.0,1.0,1.0,light
28,125,255,255,255,1.0,1.0,1.0,light
28,126,255,255,255,1.0,1.0,1.0,light
28,127,255,255,255,1.0,1.0,1.0,light
29,0,255,255,255,1.0,1.0,1.0,light
29,1,255,255,255,1.0,1.0,1.0,light
29,2,255,255,255,1.0,1.0,1.0,light
29,3,255,255,255,1.0,1.0,1.0,light
29,4,255,255,255,1.0,1.0,1.0,light
29,5,255,255,255,1.0,1.0,1.0,light
29,6,255,255,255,1.0,1.0,1.0,light
29,7,255,255,255,1.0,1.0,1.0,light
29,8,255,255,255,1.0,1.0,1.0,light
29,9,255,255,255,1.0,1.0,1.0,light
29,10,255,255,255,1.0,1.0,1.0,light
29,11,255,255,255,1.0,1.0,1.0,light
29,12,255,255,255,1.0,1.0,1.0,light
29,13,255,255,255,1.0,1.0,1.0,light
29,14,255,255,255,1.0,1.0,1.0,light
29,15,255,255,255,1.0,1.0,1.0,light
29,16,255,255,255,1.0,1.0,1.0,light
29,17,255,255,255,1.0,1.0,1.0,light
29,18,255,255,255,1.0,1.0,1.0,light
29,19,255,255,255,1.0,1.0,1.0,light
29,20,255,255,255,1.0,1.0,1.0,light
29,21,255,255,255,1.0,1.0,1.0,light
29,22,255,255,255,1.0,1.0,1.0,light
29,23,255,255,255,1.0,1.0,1.0,light
29,24,255,255,255,1.0,1.0,1.0,light
29,25,255,255,255,1.0,1.0,1.0,light
29,26,255,255,255,1.0,1.0,1.0,light
29,27,255,255,255,1.0,1.0,1.0,light
29,28,255,255,255,1.0,1.0,1.0,light
29,29,255,255,255,1.0,1.0,1.0,light
29,30,255,255,255,1.0,1.0,1.0,light
29,31,255,255,255,1.0,1.0,1.0,light
29,32,255,255,255,1.0,1.0,1.0,light
29,33,255,255,255,1.0,1.0,1.0,light
29,34,255,255,255,1.0,1.0,1.0,light
29,35,255,255,255,1.0,1.0,1.0,light
29,36,255,255,255,1.0,1.0,1.0,light
29,37,255,255,255,1.0,1.0,1.0,light
29,38,131,130,136,0.5137255,0.50980395,0.53333336,mid
29,39,41,38,50,0.16078432,0.14901961,0.19607843,dark
29,40,52,48,62,0.20392157,0.1882353,0.24313726,dark
29,41,58,50,65,0.22745098,0.19607843,0.25490198,dark
29,42,47,41,55,0.18431373,0.16078432,0.21568628,dark
29,43,24,24,36,0.09411765,0.09411765,0.14117648,dark
29,44,25,25,37,0.09803922,0.09803922,0.14509805,dark
29,45,25,25,37,0.09803922,0.09803922,0.14509805,dark
29,46,25,25,37,0.09803922,0.09803922,0.14509805,dark
29,47,25,25,37,0.09803922,0.09803922,0.14509805,dark
29,48,27,26,39,0.105882354,0.101960786,0.15294118,dark
29,49,58,56,65,0.22745098,0.21960784,0.25490198,dark
29,50,63,61,67,0.24705882,0.23921569,0.2627451,dark
29,51,214,206,194,0.8392157,0.80784315,0.7607843,light
29,52,255,251,233,1.0,0.9843137,0.9137255,light
29,53,255,246,229,1.0,0.9647059,0.8980392,light
29,54,255,246,229,1.0,0.9647059,0.8980392,light
29,55,255,246,229,1.0,0.9647059,0.8980392,light
29,56,255,246,229,1.0,0.9647059,0.8980392,light
29,57,255,246,229,1.0,0.9647059,0.8980392,light
29,58,255,246,229,1.0,0.9647059,0.8980392,light
29,59,255,246,229,1.0,0.9647059,0.8980392,light
29,60,255,246,229,1.0,0.9647059,0.8980392,light
29,61,255,246,229,1.0,0.9647059,0.8980392,light
29,62,255,246,229,1.0,0.9647059,0.8980392,light
29,63,255,246,229,1.0,0.9647059,0.8980392,light
29,64,255,246,229,1.0,0.9647059,0.8980392,light
29,65,255,246,229,1.0,0.9647059,0.8980392,light
29,66,255,246,229,1.0,0.9647059,0.8980392,light
29,67,255,246,229,1.0,0.9647059,0.8980392,light
29,68,255,246,229,1.0,0.9647059,0.8980392,light
29,69,255,246,229,1.0,0.9647059,0.8980392,light
29,70,255,246,229,1.0,0.9647059,0.8980392,light
29,71,255,246,229,1.0,0.9647059,0.8980392,light
29,72,255,246,229,1.0,0.9647059,0.8980392,light
29,73,255,246,229,1.0,0.9647059,0.8980392,light
29,74,255,246,229,1.0,0.9647059,0.8980392,light
29,75,255,246,229,1.0,0.9647059,0.8980392,light
29,76,255,246,229,1.0,0.9647059,0.8980392,light
29,77,255,246,229,1.0,0.9647059,0.8980392,light
29,78,255,246,229,1.0,0.9647059,0.8980392,light
29,79,255,246,229,1.0,0.9647059,0.8980392,light
29,80,255,246,229,1.0,0.9647059,0.8980392,light
29,81,255,247,229,1.0,0.96862745,0.8980392,light
29,82,255,248,232,1.0,0.972549,0.9098039,light
29,83,107,101,101,0.41960785,0.39607844,0.39607844,mid
29,84,60,57,65,0.23529412,0.22352941,0.25490198,dark
29,85,38,37,47,0.14901961,0.14509805,0.18431373,dark
29,86,24,24,36,0.09411765,0.09411765,0.14117648,dark
29,87,25,25,37,0.09803922,0.09803922,0.14509805,dark
29,88,25,25,37,0.09803922,0.09803922,0.14509805,dark
29,89,25,25,37,0.09803922,0.09803922,0.14509805,dark
29,90,25,25,37,0.09803922,0.09803922,0.14509805,dark
29,91,26,26,38,0.101960786,0.101960786,0.14901961,dark
29,92,28,29,41,0.10980392,0.11372549,0.16078432,dark
29,93,35,32,45,0.13725491,0.1254902,0.1764706,dark
29,94,55,49,64,0.21568628,0.19215687,0.2509804,dark
29,95,58,48,64,0.22745098,0.1882353,0.2509804,dark
29,96,52,45,60,0.20392157,0.1764706,0.23529412,dark
29,97,51,45,60,0.2,0.1764706,0.23529412,dark
29,98,61,60,69,0.23921569,0.23529412,0.27058825,dark
29,99,58,58,66,0.22745098,0.22745098,0.25882354,dark
29,100,203,202,202,0.79607844,0.7921569,0.7921569,light
29,101,255,255,255,1.0,1.0,1.0,light
29,102,255,255,255,1.0,1.0,1.0,light
29,103,255,255,255,1.0,1.0,1.0,light
29,104,255,255,255,1.0,1.0,1.0,light
29,105,255,255,255,1.0,1.0,1.0,light
29,106,255,255,255,1.0,1.0,1.0,light
29,107,255,255,255,1.0,1.0,1.0,light
29,108,255,255,255,1.0,1.0,1.0,light
29,109,255,255,255,1.0,1.0,1.0,light
29,110,255,255,255,1.0,1.0,1.0,light
29,111,255,255,255,1.0,1.0,1.0,light
29,112,255,255,255,1.0,1.0,1.0,light
29,113,255,255,255,1.0,1.0,1.0,light
29,114,255,255,255,1.0,1.0,1.0,light
29,115,255,255,255,1.0,1.0,1.0,light
29,116,255,255,255,1.0,1.0,1.0,light
29,117,255,255,255,1.0,1.0,1.0,light
29,118,255,255,255,1.0,1.0,1.0,light
29,119,255,255,255,1.0,1.0,1.0,light
29,120,255,255,255,1.0,1.0,1.0,light
29,121,255,255,255,1.0,1.0,1.0,light
29,122,255,255,255,1.0,1.0,1.0,light
29,123,255,255,255,1.0,1.0,1.0,light
29,124,255,255,255,1.0,1.0,1.0,light
29,125,255,255,255,1.0,1.0,1.0,light
29,126,255,255,255,1.0,1.0,1.0,light
29,127,255,255,255,1.0,1.0,1.0,light
30,0,255,255,255,1.0,1.0,1.0,light
30,1,255,255,255,1.0,1.0,1.0,light
30,2,255,255,255,1.0,1.0,1.0,light
30,3,255,255,255,1.0,1.0,1.0,light
30,4,255,255,255,1.0,1.0,1.0,light
30,5,255,255,255,1.0,1.0,1.0,light
30,6,255,255,255,1.0,1.0,1.0,light
30,7,255,255,255,1.0,1.0,1.0,light
30,8,255,255,255,1.0,1.0,1.0,light
30,9,255,255,255,1.0,1.0,1.0,light
30,10,255,255,255,1.0,1.0,1.0,light
30,11,255,255,255,1.0,1.0,1.0,light
30,12,255,255,255,1.0,1.0,1.0,light
30,13,255,255,255,1.0,1.0,1.0,light
30,14,255,255,255,1.0,1.0,1.0,light
30,15,255,255,255,1.0,1.0,1.0,light
30,16,255,255,255,1.0,1.0,1.0,light
30,17,255,255,255,1.0,1.0,1.0,light
30,18,255,255,255,1.0,1.0,1.0,light
30,19,255,255,255,1.0,1.0,1.0,light
30,20,255,255,255,1.0,1.0,1.0,light
30,21,255,255,255,1.0,1.0,1.0,light
30,22,255,255,255,1.0,1.0,1.0,light
30,23,255,255,255,1.0,1.0,1.0,light
30,24,255,255,255,1.0,1.0,1.0,light
30,25,255,255,255,1.0,1.0,1.0,light
30,26,255,255,255,1.0,1.0,1.0,light
30,27,255,255,255,1.0,1.0,1.0,light
30,28,255,255,255,1.0,1.0,1.0,light
30,29,255,255,255,1.0,1.0,1.0,light
30,30,255,255,255,1.0,1.0,1.0,light
30,31,255,255,255,1.0,1.0,1.0,light
30,32,255,255,255,1.0,1.0,1.0,light
30,33,255,255,255,1.0,1.0,1.0,light
30,34,255,255,255,1.0,1.0,1.0,light
30,35,255,255,255,1.0,1.0,1.0,light
30,36,255,255,255,1.0,1.0,1.0,light
30,37,255,255,255,1.0,1.0,1.0,light
30,38,116,117,123,0.45490196,0.45882353,0.48235294,mid
30,39,16,14,26,0.0627451,0.05490196,0.101960786,dark
30,40,39,37,49,0.15294118,0.14509805,0.19215687,dark
30,41,57,52,66,0.22352941,0.20392157,0.25882354,dark
30,42,45,41,55,0.1764706,0.16078432,0.21568628,dark
30,43,24,24,36,0.09411765,0.09411765,0.14117648,dark
30,44,25,25,37,0.09803922,0.09803922,0.14509805,dark
30,45,25,25,37,0.09803922,0.09803922,0.14509805,dark
30,46,25,25,37,0.09803922,0.09803922,0.14509805,dark
30,47,20,20,33,0.078431375,0.078431375,0.12941177,dark
30,48,34,31,39,0.13333334,0.12156863,0.15294118,dark
30,49,222,217,206,0.87058824,0.8509804,0.80784315,light
30,50,251,247,230,0.9843137,0.96862745,0.9019608,light
30,51,254,245,229,0.99607843,0.9607843,0.8980392,light
30,52,255,246,229,1.0,0.9647059,0.8980392,light
30,53,255,246,229,1.0,0.9647059,0.8980392,light
30,54,255,246,229,1.0,0.9647059,0.8980392,light
30,55,255,246,229,1.0,0.9647059,0.8980392,light
30,56,255,246,229,1.0,0.9647059,0.8980392,light
30,57,255,246,229,1.0,0.9647059,0.8980392,light
30,58,255,246,229,1.0,0.9647059,0.8980392,light
30,59,255,246,229,1.0,0.9647059,0.8980392,light
30,60,255,246,229,1.0,0.9647059,0.8980392,light
30,61,255,246,229,1.0,0.9647059,0.8980392,light
30,62,255,246,229,1.0,0.9647059,0.8980392,light
30,63,255,246,229,1.0,0.9647059,0.8980392,light
30,64,255,246,229,1.0,0.9647059,0.8980392,light
30,65,255,246,229,1.0,0.9647059,0.8980392,light
30,66,255,246,229,1.0,0.9647059,0.8980392,light
30,67,255,246,229,1.0,0.9647059,0.8980392,light
30,68,255,246,229,1.0,0.9647059,0.8980392,light
30,69,255,246,229,1.0,0.9647059,0.8980392,light
30,70,255,246,229,1.0,0.9647059,0.8980392,light
30,71,255,246,229,1.0,0.9647059,0.8980392,light
30,72,255,246,229,1.0,0.9647059,0.8980392,light
30,73,255,246,229,1.0,0.9647059,0.8980392,light
30,74,255,246,229,1.0,0.9647059,0.8980392,light
30,75,255,246,229,1.0,0.9647059,0.8980392,light
30,76,255,246,229,1.0,0.9647059,0.8980392,light
30,77,255,246,229,1.0,0.9647059,0.8980392,light
30,78,255,246,229,1.0,0.9647059,0.8980392,light
30,79,255,246,229,1.0,0.9647059,0.8980392,light
30,80,255,246,229,1.0,0.9647059,0.8980392,light
30,81,255,246,229,1.0,0.9647059,0.8980392,light
30,82,255,247,228,1.0,0.96862745,0.89411765,light
30,83,252,244,226,0.9882353,0.95686275,0.8862745,light
30,84,251,250,233,0.9843137,0.98039216,0.9137255,light
30,85,99,96,99,0.3882353,0.3764706,0.3882353,mid
30,86,14,14,27,0.05490196,0.05490196,0.105882354,dark
30,87,24,24,36,0.09411765,0.09411765,0.14117648,dark
30,88,25,25,37,0.09803922,0.09803922,0.14509805,dark
30,89,25,25,37,0.09803922,0.09803922,0.14509805,dark
30,90,24,24,36,0.09411765,0.09411765,0.14117648,dark
30,91,33,32,44,0.12941177,0.1254902,0.17254902,dark
30,92,56,50,65,0.21960784,0.19607843,0.25490198,dark
30,93,54,50,64,0.21176471,0.19607843,0.2509804,dark
30,94,55,50,64,0.21568628,0.19607843,0.2509804,dark
30,95,54,48,62,0.21176471,0.1882353,0.24313726,dark
30,96,26,26,38,0.101960786,0.101960786,0.14901961,dark
30,97,29,29,39,0.11372549,0.11372549,0.15294118,dark
30,98,212,213,215,0.83137256,0.8352941,0.84313726,light
30,99,251,251,251,0.9843137,0.9843137,0.9843137,light
30,100,254,254,252,0.99607843,0.99607843,0.9882353,light
30,101,255,255,253,1.0,1.0,0.99215686,light
30,102,255,255,255,1.0,1.0,1.0,light
30,103,255,255,255,1.0,1.0,1.0,light
30,104,255,255,255,1.0,1.0,1.0,light
30,105,255,255,255,1.0,1.0,1.0,light
30,106,255,255,255,1.0,1.0,1.0,light
30,107,255,255,255,1.0,1.0,1.0,light
30,108,255,255,255,1.0,1.0,1.0,light
30,109,255,255,255,1.0,1.0,1.0,light
30,110,255,255,255,1.0,1.0,1.0,light
30,111,255,255,255,1.0,1.0,1.0,light
30,112,255,255,255,1.0,1.0,1.0,light
30,113,255,255,255,1.0,1.0,1.0,light
30,114,255,255,255,1.0,1.0,1.0,light
30,115,255,255,255,1.0,1.0,1.0,light
30,116,255,255,255,1.0,1.0,1.0,light
30,117,255,255,255,1.0,1.0,1.0,light
30,118,255,255,255,1.0,1.0,1.0,light
30,119,255,255,255,1.0,1.0,1.0,light
30,120,255,255,255,1.0,1.0,1.0,light
30,121,255,255,255,1.0,1.0,1.0,light
30,122,255,255,255,1.0,1.0,1.0,light
30,123,255,255,255,1.0,1.0,1.0,light
