row,col,R,G,B,R_norm,G_norm,B_norm,brightness,R_minmax,G_minmax,B_minmax
29,10,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
29,11,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
29,12,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
29,13,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
29,14,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
29,15,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
29,16,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
29,17,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
29,18,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
29,19,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
29,20,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
29,21,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
29,22,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
29,23,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
29,24,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
29,25,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
29,26,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
29,27,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
29,28,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
29,29,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
29,30,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
29,31,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
29,32,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
29,33,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
29,34,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
29,35,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
29,36,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
29,37,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
29,38,131,130,136,0.5137255,0.50980395,0.53333336,mid,0.5137254901960784,0.5098039215686274,0.5333333333333333
29,39,41,38,50,0.16078432,0.14901961,0.19607843,dark,0.16078431372549018,0.14901960784313725,0.19607843137254902
29,40,52,48,62,0.20392157,0.1882353,0.24313726,dark,0.20392156862745098,0.18823529411764706,0.24313725490196078
29,41,58,50,65,0.22745098,0.19607843,0.25490198,dark,0.22745098039215686,0.19607843137254902,0.2549019607843137
29,42,47,41,55,0.18431373,0.16078432,0.21568628,dark,0.1843137254901961,0.16078431372549018,0.21568627450980393
29,43,24,24,36,0.09411765,0.09411765,0.14117648,dark,0.09411764705882353,0.09411764705882353,0.1411764705882353
29,44,25,25,37,0.09803922,0.09803922,0.14509805,dark,0.09803921568627451,0.09803921568627451,0.14509803921568626
29,45,25,25,37,0.09803922,0.09803922,0.14509805,dark,0.09803921568627451,0.09803921568627451,0.14509803921568626
29,46,25,25,37,0.09803922,0.09803922,0.14509805,dark,0.09803921568627451,0.09803921568627451,0.14509803921568626
29,47,25,25,37,0.09803922,0.09803922,0.14509805,dark,0.09803921568627451,0.09803921568627451,0.14509803921568626
29,48,27,26,39,0.105882354,0.101960786,0.15294118,dark,0.10588235294117647,0.10196078431372549,0.15294117647058825
29,49,58,56,65,0.22745098,0.21960784,0.25490198,dark,0.22745098039215686,0.2196078431372549,0.2549019607843137
29,50,63,61,67,0.24705882,0.23921569,0.2627451,dark,0.24705882352941178,0.2392156862745098,0.2627450980392157
29,51,214,206,194,0.8392157,0.80784315,0.7607843,light,0.8392156862745098,0.807843137254902,0.7607843137254902
29,52,255,251,233,1.0,0.9843137,0.9137255,light,1.0,0.984313725490196,0.9137254901960784
29,53,255,246,229,1.0,0.9647059,0.8980392,light,1.0,0.9647058823529412,0.8980392156862745
29,54,255,246,229,1.0,0.9647059,0.8980392,light,1.0,0.9647058823529412,0.8980392156862745
29,55,255,246,229,1.0,0.9647059,0.8980392,light,1.0,0.9647058823529412,0.8980392156862745
29,56,255,246,229,1.0,0.9647059,0.8980392,light,1.0,0.9647058823529412,0.8980392156862745
29,57,255,246,229,1.0,0.9647059,0.8980392,light,1.0,0.9647058823529412,0.8980392156862745
29,58,255,246,229,1.0,0.9647059,0.8980392,light,1.0,0.9647058823529412,0.8980392156862745
29,59,255,246,229,1.0,0.9647059,0.8980392,light,1.0,0.9647058823529412,0.8980392156862745
29,60,255,246,229,1.0,0.9647059,0.8980392,light,1.0,0.9647058823529412,0.8980392156862745
29,61,255,246,229,1.0,0.9647059,0.8980392,light,1.0,0.9647058823529412,0.8980392156862745
29,62,255,246,229,1.0,0.9647059,0.8980392,light,1.0,0.9647058823529412,0.8980392156862745
29,63,255,246,229,1.0,0.9647059,0.8980392,light,1.0,0.9647058823529412,0.8980392156862745
29,64,255,246,229,1.0,0.9647059,0.8980392,light,1.0,0.9647058823529412,0.8980392156862745
29,65,255,246,229,1.0,0.9647059,0.8980392,light,1.0,0.9647058823529412,0.8980392156862745
29,66,255,246,229,1.0,0.9647059,0.8980392,light,1.0,0.9647058823529412,0.8980392156862745
29,67,255,246,229,1.0,0.9647059,0.8980392,light,1.0,0.9647058823529412,0.8980392156862745
29,68,255,246,229,1.0,0.9647059,0.8980392,light,1.0,0.9647058823529412,0.8980392156862745
29,69,255,246,229,1.0,0.9647059,0.8980392,light,1.0,0.9647058823529412,0.8980392156862745
29,70,255,246,229,1.0,0.9647059,0.8980392,light,1.0,0.9647058823529412,0.8980392156862745
29,71,255,246,229,1.0,0.9647059,0.8980392,light,1.0,0.9647058823529412,0.8980392156862745
29,72,255,246,229,1.0,0.9647059,0.8980392,light,1.0,0.9647058823529412,0.8980392156862745
29,73,255,246,229,1.0,0.9647059,0.8980392,light,1.0,0.9647058823529412,0.8980392156862745
29,74,255,246,229,1.0,0.9647059,0.8980392,light,1.0,0.9647058823529412,0.8980392156862745
29,75,255,246,229,1.0,0.9647059,0.8980392,light,1.0,0.9647058823529412,0.8980392156862745
29,76,255,246,229,1.0,0.9647059,0.8980392,light,1.0,0.9647058823529412,0.8980392156862745
29,77,255,246,229,1.0,0.9647059,0.8980392,light,1.0,0.9647058823529412,0.8980392156862745
29,78,255,246,229,1.0,0.9647059,0.8980392,light,1.0,0.9647058823529412,0.8980392156862745
29,79,255,246,229,1.0,0.9647059,0.8980392,light,1.0,0.9647058823529412,0.8980392156862745
29,80,255,246,229,1.0,0.9647059,0.8980392,light,1.0,0.9647058823529412,0.8980392156862745
29,81,255,247,229,1.0,0.96862745,0.8980392,light,1.0,0.9686274509803922,0.8980392156862745
29,82,255,248,232,1.0,0.972549,0.9098039,light,1.0,0.9725490196078431,0.9098039215686274
29,83,107,101,101,0.41960785,0.39607844,0.39607844,mid,0.4196078431372549,0.396078431372549,0.396078431372549
29,84,60,57,65,0.23529412,0.22352941,0.25490198,dark,0.23529411764705882,0.22352941176470587,0.2549019607843137
29,85,38,37,47,0.14901961,0.14509805,0.18431373,dark,0.14901960784313725,0.14509803921568626,0.1843137254901961
29,86,24,24,36,0.09411765,0.09411765,0.14117648,dark,0.09411764705882353,0.09411764705882353,0.1411764705882353
29,87,25,25,37,0.09803922,0.09803922,0.14509805,dark,0.09803921568627451,0.09803921568627451,0.14509803921568626
29,88,25,25,37,0.09803922,0.09803922,0.14509805,dark,0.09803921568627451,0.09803921568627451,0.14509803921568626
29,89,25,25,37,0.09803922,0.09803922,0.14509805,dark,0.09803921568627451,0.09803921568627451,0.14509803921568626
29,90,25,25,37,0.09803922,0.09803922,0.14509805,dark,0.09803921568627451,0.09803921568627451,0.14509803921568626
29,91,26,26,38,0.101960786,0.101960786,0.14901961,dark,0.10196078431372549,0.10196078431372549,0.14901960784313725
29,92,28,29,41,0.10980392,0.11372549,0.16078432,dark,0.10980392156862745,0.11372549019607843,0.16078431372549018
29,93,35,32,45,0.13725491,0.1254902,0.1764706,dark,0.13725490196078433,0.12549019607843137,0.1764705882352941
29,94,55,49,64,0.21568628,0.19215687,0.2509804,dark,0.21568627450980393,0.19215686274509802,0.25098039215686274
29,95,58,48,64,0.22745098,0.1882353,0.2509804,dark,0.22745098039215686,0.18823529411764706,0.25098039215686274
29,96,52,45,60,0.20392157,0.1764706,0.23529412,dark,0.20392156862745098,0.1764705882352941,0.23529411764705882
29,97,51,45,60,0.2,0.1764706,0.23529412,dark,0.2,0.1764705882352941,0.23529411764705882
29,98,61,60,69,0.23921569,0.23529412,0.27058825,dark,0.2392156862745098,0.23529411764705882,0.27058823529411763
29,99,58,58,66,0.22745098,0.22745098,0.25882354,dark,0.22745098039215686,0.22745098039215686,0.2588235294117647
29,100,203,202,202,0.79607844,0.7921569,0.7921569,light,0.796078431372549,0.792156862745098,0.792156862745098
29,101,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
29,102,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
29,103,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
29,104,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
29,105,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
29,106,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
29,107,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
29,108,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
29,109,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
29,110,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
29,111,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
29,112,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
29,113,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
29,114,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
29,115,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
29,116,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
29,117,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
29,118,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
29,119,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
29,120,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
29,121,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
29,122,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
29,123,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
29,124,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
29,125,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
29,126,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
29,127,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
30,0,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
30,1,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
30,2,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
30,3,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
30,4,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
30,5,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
30,6,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
30,7,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
30,8,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
30,9,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
30,10,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
30,11,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
30,12,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
30,13,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
30,14,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
30,15,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
30,16,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
30,17,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
30,18,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
30,19,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
30,20,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
30,21,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
30,22,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
30,23,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
30,24,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
30,25,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
30,26,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
30,27,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
30,28,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
30,29,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
30,30,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
30,31,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
30,32,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
30,33,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
30,34,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
30,35,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
30,36,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
30,37,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
30,38,116,117,123,0.45490196,0.45882353,0.48235294,mid,0.4549019607843137,0.4588235294117647,0.4823529411764706
30,39,16,14,26,0.0627451,0.05490196,0.101960786,dark,0.06274509803921569,0.054901960784313725,0.10196078431372549
30,40,39,37,49,0.15294118,0.14509805,0.19215687,dark,0.15294117647058825,0.14509803921568626,0.19215686274509802
30,41,57,52,66,0.22352941,0.20392157,0.25882354,dark,0.22352941176470587,0.20392156862745098,0.2588235294117647
30,42,45,41,55,0.1764706,0.16078432,0.21568628,dark,0.1764705882352941,0.16078431372549018,0.21568627450980393
30,43,24,24,36,0.09411765,0.09411765,0.14117648,dark,0.09411764705882353,0.09411764705882353,0.1411764705882353
30,44,25,25,37,0.09803922,0.09803922,0.14509805,dark,0.09803921568627451,0.09803921568627451,0.14509803921568626
30,45,25,25,37,0.09803922,0.09803922,0.14509805,dark,0.09803921568627451,0.09803921568627451,0.14509803921568626
30,46,25,25,37,0.09803922,0.09803922,0.14509805,dark,0.09803921568627451,0.09803921568627451,0.14509803921568626
30,47,20,20,33,0.078431375,0.078431375,0.12941177,dark,0.0784313725490196,0.0784313725490196,0.12941176470588234
30,48,34,31,39,0.13333334,0.12156863,0.15294118,dark,0.13333333333333333,0.12156862745098039,0.15294117647058825
30,49,222,217,206,0.87058824,0.8509804,0.80784315,light,0.8705882352941177,0.8509803921568627,0.807843137254902
30,50,251,247,230,0.9843137,0.96862745,0.9019608,light,0.984313725490196,0.9686274509803922,0.9019607843137255
30,51,254,245,229,0.99607843,0.9607843,0.8980392,light,0.996078431372549,0.9607843137254902,0.8980392156862745
30,52,255,246,229,1.0,0.9647059,0.8980392,light,1.0,0.9647058823529412,0.8980392156862745
30,53,255,246,229,1.0,0.9647059,0.8980392,light,1.0,0.9647058823529412,0.8980392156862745
30,54,255,246,229,1.0,0.9647059,0.8980392,light,1.0,0.9647058823529412,0.8980392156862745
30,55,255,246,229,1.0,0.9647059,0.8980392,light,1.0,0.9647058823529412,0.8980392156862745
30,56,255,246,229,1.0,0.9647059,0.8980392,light,1.0,0.9647058823529412,0.8980392156862745
30,57,255,246,229,1.0,0.9647059,0.8980392,light,1.0,0.9647058823529412,0.8980392156862745
30,58,255,246,229,1.0,0.9647059,0.8980392,light,1.0,0.9647058823529412,0.8980392156862745
30,59,255,246,229,1.0,0.9647059,0.8980392,light,1.0,0.9647058823529412,0.8980392156862745
30,60,255,246,229,1.0,0.9647059,0.8980392,light,1.0,0.9647058823529412,0.8980392156862745
30,61,255,246,229,1.0,0.9647059,0.8980392,light,1.0,0.9647058823529412,0.8980392156862745
30,62,255,246,229,1.0,0.9647059,0.8980392,light,1.0,0.9647058823529412,0.8980392156862745
30,63,255,246,229,1.0,0.9647059,0.8980392,light,1.0,0.9647058823529412,0.8980392156862745
30,64,255,246,229,1.0,0.9647059,0.8980392,light,1.0,0.9647058823529412,0.8980392156862745
30,65,255,246,229,1.0,0.9647059,0.8980392,light,1.0,0.9647058823529412,0.8980392156862745
30,66,255,246,229,1.0,0.9647059,0.8980392,light,1.0,0.9647058823529412,0.8980392156862745
30,67,255,246,229,1.0,0.9647059,0.8980392,light,1.0,0.9647058823529412,0.8980392156862745
30,68,255,246,229,1.0,0.9647059,0.8980392,light,1.0,0.9647058823529412,0.8980392156862745
30,69,255,246,229,1.0,0.9647059,0.8980392,light,1.0,0.9647058823529412,0.8980392156862745
30,70,255,246,229,1.0,0.9647059,0.8980392,light,1.0,0.9647058823529412,0.8980392156862745
30,71,255,246,229,1.0,0.9647059,0.8980392,light,1.0,0.9647058823529412,0.8980392156862745
30,72,255,246,229,1.0,0.9647059,0.8980392,light,1.0,0.9647058823529412,0.8980392156862745
30,73,255,246,229,1.0,0.9647059,0.8980392,light,1.0,0.9647058823529412,0.8980392156862745
30,74,255,246,229,1.0,0.9647059,0.8980392,light,1.0,0.9647058823529412,0.8980392156862745
30,75,255,246,229,1.0,0.9647059,0.8980392,light,1.0,0.9647058823529412,0.8980392156862745
30,76,255,246,229,1.0,0.9647059,0.8980392,light,1.0,0.9647058823529412,0.8980392156862745
30,77,255,246,229,1.0,0.9647059,0.8980392,light,1.0,0.9647058823529412,0.8980392156862745
30,78,255,246,229,1.0,0.9647059,0.8980392,light,1.0,0.9647058823529412,0.8980392156862745
30,79,255,246,229,1.0,0.9647059,0.8980392,light,1.0,0.9647058823529412,0.8980392156862745
30,80,255,246,229,1.0,0.9647059,0.8980392,light,1.0,0.9647058823529412,0.8980392156862745
30,81,255,246,229,1.0,0.9647059,0.8980392,light,1.0,0.9647058823529412,0.8980392156862745
30,82,255,247,228,1.0,0.96862745,0.89411765,light,1.0,0.9686274509803922,0.8941176470588235
30,83,252,244,226,0.9882353,0.95686275,0.8862745,light,0.9882352941176471,0.9568627450980391,0.8862745098039215
30,84,251,250,233,0.9843137,0.98039216,0.9137255,light,0.984313725490196,0.9803921568627451,0.9137254901960784
30,85,99,96,99,0.3882353,0.3764706,0.3882353,mid,0.38823529411764707,0.3764705882352941,0.38823529411764707
30,86,14,14,27,0.05490196,0.05490196,0.105882354,dark,0.054901960784313725,0.054901960784313725,0.10588235294117647
30,87,24,24,36,0.09411765,0.09411765,0.14117648,dark,0.09411764705882353,0.09411764705882353,0.1411764705882353
30,88,25,25,37,0.09803922,0.09803922,0.14509805,dark,0.09803921568627451,0.09803921568627451,0.14509803921568626
30,89,25,25,37,0.09803922,0.09803922,0.14509805,dark,0.09803921568627451,0.09803921568627451,0.14509803921568626
30,90,24,24,36,0.09411765,0.09411765,0.14117648,dark,0.09411764705882353,0.09411764705882353,0.1411764705882353
30,91,33,32,44,0.12941177,0.1254902,0.17254902,dark,0.12941176470588234,0.12549019607843137,0.17254901960784313
30,92,56,50,65,0.21960784,0.19607843,0.25490198,dark,0.2196078431372549,0.19607843137254902,0.2549019607843137
30,93,54,50,64,0.21176471,0.19607843,0.2509804,dark,0.21176470588235294,0.19607843137254902,0.25098039215686274
30,94,55,50,64,0.21568628,0.19607843,0.2509804,dark,0.21568627450980393,0.19607843137254902,0.25098039215686274
30,95,54,48,62,0.21176471,0.1882353,0.24313726,dark,0.21176470588235294,0.18823529411764706,0.24313725490196078
30,96,26,26,38,0.101960786,0.101960786,0.14901961,dark,0.10196078431372549,0.10196078431372549,0.14901960784313725
30,97,29,29,39,0.11372549,0.11372549,0.15294118,dark,0.11372549019607843,0.11372549019607843,0.15294117647058825
30,98,212,213,215,0.83137256,0.8352941,0.84313726,light,0.8313725490196078,0.8352941176470589,0.8431372549019608
30,99,251,251,251,0.9843137,0.9843137,0.9843137,light,0.984313725490196,0.984313725490196,0.984313725490196
30,100,254,254,252,0.99607843,0.99607843,0.9882353,light,0.996078431372549,0.996078431372549,0.9882352941176471
30,101,255,255,253,1.0,1.0,0.99215686,light,1.0,1.0,0.9921568627450981
30,102,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
30,103,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
30,104,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
30,105,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
30,106,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
30,107,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
30,108,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
30,109,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
30,110,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
30,111,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
30,112,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
30,113,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
30,114,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
30,115,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
30,116,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
30,117,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
30,118,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
30,119,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
30,120,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
30,121,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
30,122,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
30,123,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
30,124,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
30,125,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
30,126,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
30,127,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
31,0,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
31,1,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
31,2,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
31,3,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
31,4,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
31,5,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
31,6,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
31,7,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
31,8,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
31,9,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
31,10,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
31,11,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
31,12,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
31,13,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
31,14,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
31,15,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
31,16,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
31,17,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
31,18,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
31,19,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
31,20,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
31,21,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
31,22,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
31,23,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
31,24,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
31,25,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
31,26,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
31,27,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
31,28,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
31,29,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
31,30,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
31,31,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
31,32,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
31,33,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
31,34,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
31,35,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
31,36,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
31,37,255,255,255,1.0,1.0,1.0,light,1.0,1.0,1.0
31,38,116,117,123,0.45490196,0.45882353,0.48235294,mid,0.4549019607843137,0.4588235294117647,0.4823529411764706
31,39,14,15,26,0.05490196,0.05882353,0.101960786,dark,0.054901960784313725,0.058823529411764705,0.10196078431372549
31,40,39,36,49,0.15294118,0.14117648,0.19215687,dark,0.15294117647058825,0.1411764705882353,0.19215686274509802
31,41,57,52,66,0.22352941,0.20392157,0.25882354,dark,0.22352941176470587,0.20392156862745098,0.2588235294117647
31,42,45,42,56,0.1764706,0.16470589,0.21960784,dark,0.1764705882352941,0.16470588235294117,0.2196078431372549
31,43,26,26,38,0.101960786,0.101960786,0.14901961,dark,0.10196078431372549,0.10196078431372549,0.14901960784313725
31,44,27,26,38,0.105882354,0.101960786,0.14901961,dark,0.10588235294117647,0.10196078431372549,0.14901960784313725
31,45,24,25,36,0.09411765,0.09803922,0.14117648,dark,0.09411764705882353,0.09803921568627451,0.1411764705882353
31,46,28,26,39,0.10980392,0.101960786,0.15294118,dark,0.10980392156862745,0.10196078431372549,0.15294117647058825
31,47,43,39,47,0.16862746,0.15294118,0.18431373,dark,0.16862745098039217,0.15294117647058825,0.1843137254901961
31,48,54,51,57,0.21176471,0.2,0.22352941,dark,0.21176470588235294,0.2,0.22352941176470587
31,49,228,223,213,0.89411765,0.8745098,0.8352941,light,0.8941176470588235,0.8745098039215686,0.8352941176470589
31,50,255,250,233,1.0,0.98039216,0.9137255,light,1.0,0.9803921568627451,0.9137254901960784
31,51,255,246,229,1.0,0.9647059,0.8980392,light,1.0,0.9647058823529412,0.8980392156862745
31,52,255,246,229,1.0,0.9647059,0.8980392,light,1.0,0.9647058823529412,0.8980392156862745
31,53,255,246,229,1.0,0.9647059,0.8980392,light,1.0,0.9647058823529412,0.8980392156862745
31,54,255,246,229,1.0,0.9647059,0.8980392,light,1.0,0.9647058823529412,0.8980392156862745
31,55,255,246,229,1.0,0.9647059,0.8980392,light,1.0,0.9647058823529412,0.8980392156862745
31,56,255,246,229,1.0,0.9647059,0.8980392,light,1.0,0.9647058823529412,0.8980392156862745
31,57,255,246,229,1.0,0.9647059,0.8980392,light,1.0,0.9647058823529412,0.8980392156862745
31,58,255,246,229,1.0,0.9647059,0.8980392,light,1.0,0.9647058823529412,0.8980392156862745
31,59,255,246,229,1.0,0.9647059,0.8980392,light,1.0,0.9647058823529412,0.8980392156862745
31,60,255,246,229,1.0,0.9647059,0.8980392,light,1.0,0.9647058823529412,0.8980392156862745
31,61,255,246,229,1.0,0.9647059,0.8980392,light,1.0,0.9647058823529412,0.8980392156862745
31,62,255,246,229,1.0,0.9647059,0.8980392,light,1.0,0.9647058823529412,0.8980392156862745
31,63,255,246,229,1.0,0.9647059,0.8980392,light,1.0,0.9647058823529412,0.8980392156862745
31,64,255,246,229,1.0,0.9647059,0.8980392,light,1.0,0.9647058823529412,0.8980392156862745
